City,Place,Ratings,Distance,Place_desc
Agra,2. Fatehpur Sikri,4.5,36 km  from city center,"Located at a distance of 40km from Agra, Fatehpur Sikri is a town in the Agra district and a famous tourist attraction. A city predominantly made of red sandstone, Fatehpur Sikri was founded in 1571 century by Mughal Emperor Akbar. It is essentially a fortified city built by the king and had been the capital of his Empire for fifteen years. Now a UNESCO world heritage site, it is home to Jodha Bai's Palace, Jama Mosque, Buland Darwaza, and Tomb of Salim Chisti among many other famous monuments. Derived from Arab and central Asian tent encampments, the Imperial Complex is a work of pavilions arranged in formal geometry on a piece of land."
Agra,3. Agra Fort,4.6,1 km  from city center,"Also known as Lal Qila, Fort Rouge or Red Fort of Agra, the Agra Fort is a UNESCO world heritage site. It is situated at a distance of about 2.5km northwest of the famous Taj Mahal. The construction of the massive fort of red sandstone by the banks of Yamuna river was started by emperor Akbar."
Agra,4. Itimad-ud-daula's Tomb,3.5,3 km  from city center,"This tomb nestled on the bank of the river Yamuna was built by Queen Noor Jahan for her parents in the middle of the Persian Garden. It was constructed using yellow marble, with black and white marble inlay, and was hence called the Baby Taj."
Agra,5. Mehtab Bagh,3.6,3 km  from city center,"Located just north to the glorious wonder called the Taj Mahal and overlooking the Agra Fort and Yamuna river on the opposite side, Mehtab Bagh is a rare retreat of natural bliss and one of the most scenic spots in Agra."
Agra,6. City Shopping,3.0,2 km  from city center,"Various small shops in Agra sell handicrafts and stone products such as jewelry boxes, and plaques. Leather goods of good quality are also available in the markets. Most products have some dedication to the Taj Mahal."
Agra,7. Akbar's Tomb,4.0,7 km  from city center,"The Tomb of Akbar is an important and iconic Mughal architectural masterpiece, built in 1605 and 1613. It is located at Sikandra, in the suburbs of Agra, on the Mathura road (NH2), 8 km west of the city core. About a km away from the tomb, lies Mariam's Tomb, the tomb of Mariam-uz-Zamani, wife of the Mughal Emperor Akbar and the mother of Jahangir."
Agra,8. Jama Masjid,4.0,1 km  from city center,"This relatively simple mosque built almost entirely in red sandstone was built by Jahanara, the daughter of Shah Jahan. Seen in itself, this is still an imposing piece of architecture and one of the largest mosques in the country. This is still used as the main mosque in the city."
Agra,9. Chini ka Rauza,3.3,4 km  from city center,"Dedicated to the memory of the Prime Minister of the court, during the reign of the Mughal Emperor Shah Jahan, Chini ka Rauza is a funerary monument situated on the eastern bank of the Yamuna river in Agra."
Agra,12. Anguri Bagh,3.5,1 km  from city center,"Centrally situated in the premises of Khas Mahal, Anguri Bagh was built by Mughal Emperor Shah Jahan in 1637. As the name suggests, Khas Mahal (or Aramgah- i - Muqaddasa) was constructed for the emperor as his exalted place of leisure and rest."
Agra,13. Taj Museum,3.4,3 km  from city center,"Located inside the Taj Mahal complex, the museum was established in 1982 on the western ends of the Taj Gardens. The tiny but terrific depository is a double-storeyed building with a quadrangle projection outside."
Agra,16. Wildlife SOS,3.5,17 km  from city center,Wildlife SOS is a non-profit organisation in India that rescues and rehabilitates wild animals and forests. Its Agra Bear Rescue Facility is the largest sloth bear rescue facility in the world housing 130 sloth bears. The Elephant Care and Conservation Centre rescues and rehabilitates abused and captive elephants.
Agra,17. Mother Teresa's Missionaries Of Charity,3.4,0 km  from city center,"Located on Ajmer Road in Agra, Mother Teresa’s Missionaries of Charity works for the upbringing, well- being and education of the orphaned kids in addition to caring for the elderly and the homeless."
Kolkata,1. Marvel at the Victoria Memorial,4.5,4 km  from city center,"The Victoria Memorial is a large marble building, which is considered to be the pride of Kolkata. Built between 1906 and 1921, it is dedicated to the memory of Queen Victoria. Now, it is a museum and a popular tourist spot under the Ministry of Culture."
Kolkata,2. Fort William,4.4,3 km  from city center,"Fort William is a fort built in Kolkata on the eastern banks of the River Hooghly, the major distributary of Ganges. The magnificent structure is spread over 70.9 acres and is embellished with hundreds of arched windows that overlook lush green gardens. Meticulous stonework adorns the surface of the building."
Kolkata,3. Belur Math,4.4,7 km  from city center,"Belur Mutt is the headquarters of the Ramakrishna Math and Mission, founded by Swami Vivekananda. Situated on the west bank of Hooghly River, the temple is prominent for its architecture that embraces Hindu, Christian and Islamic styles and stands as an icon of unity of all religions."
Kolkata,4. Evening Walk along the Howrah Bridge,4.4,2 km  from city center,"Located over the Hooghly river in West Bengal, Howrah Bridge or the Rabindra Setu is the main connection between Howrah and Kolkata.  It is a cantilever bridge and is regarded as one of the busiest ones among them."
Kolkata,5. Birla Planetarium,4.4,3 km  from city center,"The Birla Planetarium in Kolkata, is the largest planetarium in Asia and the second largest planetarium in the world. It is a single-storeyed circular structure designed in the typical Indian style whose architecture is designed on the Buddhist Stupa at Sanchi."
Kolkata,6. Indian Museum,4.4,2 km  from city center,"The Indian Museum is one of the oldest museums of the world boasting some of the most exquisite collections of ornaments, fossils, skeletons, antiques, armors, mummies and stunning Mughal paintings."
Kolkata,7. Marble Palace Mansion,3.7,2 km  from city center,"The Marble palace near the Chorbagan in North Kolkata built in 1835 by Rajendra Mallick is famed for its art collection of masterpieces by Reuben and paintings by various renowned international artists such as Reynolds, Van Gogh and Rembrandt."
Kolkata,8. Mother House,3.7,3 km  from city center,This is the place where the Tomb of Mother Teresa is present. It is maintained by her missionaries and followers who have continued to promote her legacy.
Kolkata,9. Take a tour of Science city,3.8,5 km  from city center,"One of its kind in India, the Science city was inaugurated on 1st July 1997. It is a major attraction for the residents of Kolkata as well as for the people visiting Kolkata. It is one of the finest and the largest science museums in the world and provides a fun way of learning science."
Kolkata,10. St. Paul's Cathedral,3.8,4 km  from city center,"Said to be the first cathedral built in the overseas territory of the British Empire, St. Paul's Cathedral is a Anglican cathedral located in Kolkata. Also said to be the seat of the Diocese of Calcutta, it is a very fine example of Indo-Gothic style of architecture."
Kolkata,11. Relax on the Tajpur Beach,3.5,127 km  from city center,"Tucked between Mandarmani and Shankarpur, Tajpur is a small town set on the Bay of Bengal's tranquil shore, just 170 kms from Kolkata. Considered to be a serene secret of West Bengal, the virgin beach is hidden away from view and is still untouched by commercialization and tourism. The highlight of the pristine beach are the hundreds of red crabs that are found on the shores, which also give a perfect crimson colour to the beach."
Kolkata,12. Birla Mandir,3.9,4 km  from city center,"The glowing structure that adorns the streets of Kolkata is the popular Hindu Temple, Birla Temple. Dedicated to Lord Krishna and Radha, the temple is perfect specimen of craftsmanship."
Kolkata,13. Catch a Match at the Eden Gardens,3.8,3 km  from city center,"Popular as the largest cricket stadium in the India and the second largest in the world, the Eden Gardens can seat 66,000 spectators. It is set amidst an adjoining garden where Eden- related to the one-time Governor of Aukland and her sister would stroll during the evenings."
Kolkata,14. Catch the Shows at Jorasanko Thakur Bari,3.3,1 km  from city center,"Currently located on the Rabindra Bharati University campus in Jorasank, Jorasanko Thakur Bari is the house in which the first non-European Nobel laureate and poet, Rabindranath Tagore was born."
Kolkata,15. Take a Toure of Birla Industrial & Technological Museum,3.9,4 km  from city center,"Being the first scientific and industrial museum in India, Birla Industrial and Technological Museum (BITM) is one of the prime attractions of Kolkata. It is famous for its galleries and 3D shows."
Kolkata,16. Rabindra Sarovar,3.3,7 km  from city center,"The erstwhile Dhakuri lake is an artificial tank spread over 75 acres and is home to various migratory birds from Siberia and Russia. The lake is surrounded by gardens, children's park an auditorium, making it a popular recreational spot perfect for idyllic picnics making it one of the unique places to visit in Kolkata."
Kolkata,17. Kalighat Temple,3.4,6 km  from city center,"Kalighat Temple, one of the 51 Shakti Sthals of India, is one of the most visited Kali temples in India. The spot is where the toes of Sati's right foot fell during Shiva's Rudra Taandav naach."
Kolkata,18. Shobhabajar Rajbari,3.1,3 km  from city center,"The Shobhabazar Rajbari is one of the grandest Bengali style houses ever built. It was build by the Royal family of Shobhabazar in Kolkata, and the grandeur is only palpable to the eye."
